,src_english,trg_french
18993,A man is kicked off a bull as a rodeo clown runs up.,Un homme est éjecté d'un taureau tandis qu'un clown de rodéo accourt.
18994,Father and son wear matching cowboy outfits are watching a rodeo.,Un père et son fils portant des tenues de cow-boy identiques regardent un rodéo.
18995,A large group of people are assembled in a large city.,Un grand nombre de personnes sont rassemblées dans une grande ville.
18996,There are people gathered outside holding flags.,Il y a des personnes rassemblées dehors avec des drapeaux.
18997,Two people in sunglasses talk while sitting in front of a large expanse of grass.,Deux personnes avec des lunettes de soleil parlent tout en étant assises devant une grande pelouse.
18998,A man and woman sitting near the street.,Un homme et une femme assis près de la rue.
18999,Three men having a good time while using the famous water bike.,Trois hommes passant un bon moment en utilisant le célèbre pédalo.
19000,Two people dressed in gorilla suits walking down a sidewalk.,Deux individus habillés en costumes de gorille marchant sur un trottoir.
19001,"A large group of people, some holding red signs, near a bunch of buildings.","Un grand nombre de personnes, certaines tenant des pancartes rouges, près d'un ensemble de bâtiments."
19002,People standing at the starting line of a race.,Des gens debout sur la ligne de départ d'une course.
19003,A man in a black shirt is walking down the street offering a glass of wine to a woman.,"Un homme en T-shirt noir se promène dans la rue, offrant un verre de vin à une femme."
19004,A woman with long blond-hair in a white tank top holds her arm up.,Une femme aux longs cheveux blonds avec un débardeur blanc tient son bras en l'air.
19005,A crowd of people fill the street in front of a McDonald's.,Une foule de personnes remplissent la rue devant un McDonald's.
19006,Teenage girl volunteering to help with some dirty work.,Une adolescente volontaire pour aider à faire du sale boulot.
19007,Crowds of people are walking in the street and with confetti falling on them.,Une foule de personnes marchent dans la rue et des confettis leur tombent dessus.
19008,A group of young girls walking down a street.,Un groupe de jeunes filles marchant dans la rue.
19009,A young woman wearing jeans and a red tank top is sitting on a porch with a young man wearing a necklace and shorts.,Une jeune femme portant un jean et un débardeur rouge est assise sur un perron avec un jeune homme portant un collier et un short.
19010,A woman in a red top dropping Mardi Gras beads from her bedroom window.,Une femme en haut rouge jetant des perles de Mardi Gras par la fenêtre de sa chambre.
19011,"Two women wearing jackets and jeans are walking through a park, apparently talking.","Deux femmes portant des vestes et des jeans marchent dans un parc, apparemment en train de parler."
19012,"Protesting youth relax in metro park, observed by armed police.","De jeunes manifestants se détendent dans un parc en ville, observés par des policiers armés."
19013,"Two females, one in a pink top the other in white, walking down a street","Deux femmes, l'une avec un haut rose et l'autre en blanc, marchant dans une rue"
19014,Brunette girl gives puzzled look while carrying a purse.,Une fille brune affiche un regard perplexe tout en portant un sac à main.
19015,A group of trendy young people are standing outside.,Un groupe de jeunes gens branchés sont debout dehors.
19016,A woman with orange hair sitting behind a table with Tye-dyed t-shirts on them.,Une femme aux cheveux oranges assise derrière une table avec des T-shirts teintés dessus.
19017,A group of women in big hats stand at a table.,Un groupe de femmes avec des grands chapeaux sont debout autour d'une table.
19018,A bicyclist in blue parked inside of an all wood building.,Un cycliste en bleu stationné à l'intérieur d'un bâtiment tout en bois.
19019,A person in a crowd taking a picture of people on a stage.,Une personne parmi une foule prenant une photo de gens sur une scène.
19020,A man holding a baby with a child on his back.,Un homme tenant un bébé avec un enfant sur son dos.
19021,A man and a woman stand together hold and young boy and a baby.,"Un homme et une femme sont debout ensemble, tenant un jeune garçon et un bébé."
19022,Two men sitting next to each other are looking in different directions.,Deux hommes assis côte à côte regardent dans des directions différentes.
19023,Three men are sitting and one is standing and talking with each other.,"Trois hommes sont assis, un est debout et ils se parlent."
19024,Man in a bench watching another man sleeping.,Un homme sur un banc regardant un autre homme dormir.
19025,A woman wearing glasses holds a camera to her face.,Une femme portant des lunettes tient un appareil photo contre son visage.
19026,A girl in white boots holding an umbrella.,Une fille en bottes blanches tenant un parapluie.
19027,A middle-aged man in a white robe is speaking into a microphone.,Un homme d'âge moyen en aube blanche parle dans un micro.
19028,A woman in a white dress is walking through the beach on a beautiful day.,Une femme en robe blanche marche sur la plage par une belle journée.
19029,A male youth in black clothing carries a backpack with a protest sign in it.,Un jeune garçon en tenue noire porte un sac à dos avec une pancarte de protestation dessus.
19030,"Man in jeans, button up shirt, and wearing glasses reading a book.","Un homme portant un jean, une chemise et des lunettes en train de lire un livre."
19031,A child with a orange backpack is carrying a green bird house.,Un enfant avec un sac à dos orange porte un nid vert.
19032,The man in the yellow shirt is playing music on the sidewalk.,L'homme au T-shirt jaune joue de la musique sur le trottoir.
19033,Three women wearing black skirts face a grove of trees with purple flowers.,Trois femmes portant des jupes noires font face à un bosquet d'arbres à fleurs mauves.
19034,A couple is walking past cherry blossom trees.,Un couple passe devant des cerisiers en fleurs.
19035,A group of people are standing on the beach while other group of people are in the water.,Un groupe de personnes sont debout sur la plage tandis qu'un autre groupe de personnes sont dans l'eau.
19036,A man and woman boxing in a park.,Un homme et une femme boxant dans un parc.
19037,A male and female are standing together as the female has a piece of media equipment in her hand.,"Un homme et une femme sont debout, tandis que la femme a un appareil multimédia dans sa main."
19038,Four young girls posing for a picture.,Quatre jeunes filles posant pour une photo.
19039,A large group of people gather outside a very busy street.,Un grand nombre de personnes se rassemblent dehors dans une rue très fréquentée.
19040,Two women sharing cotton candy on a busy stone street corner.,Deux femmes partageant une barbe à papa au coin d'une rue pavée très fréquentée.
19041,A man in a blue shirt follows another man carrying a blue and black bag.,Un homme en débardeur bleu suit un autre homme portant un sac bleu et noir.
19042,A tattooed man lands a body punch in a boxing match.,Un homme tatoué donne un coup de poing lors d'un match de boxe.
19043,A man is overlooking a interior decorator work on his home.,Un homme surveille un décorateur d'intérieur travaillant chez lui.
19044,A blond woman wearing a dark blue tank top is holding a camera.,Une femme blonde portant un débardeur bleu foncé tient un appareil photo.
19045,A woman in a tan outfit is preparing food.,Une femme en tenue beige prépare de la nourriture.
19046,A dark-haired man smoking a cigarette outside.,Un homme aux cheveux foncés fumant une cigarette dehors.
19047,A man wearing a blue shirt is talking to two men wearing orange and yellow work vest.,Un homme vêtu d'une chemise bleue parle à deux hommes vêtus de gilets de travail oranges et jaunes.
19048,A woman pouring a cup of tea.,Une femme servant une tasse de thé.
19049,A family is enjoying drinks on the deck with their little boy.,Une famille savoure des boissons sur la terrasse avec leur petit garçon.
19050,Two women shop at an Asian convenience store.,Deux femmes font des courses dans une épicerie asiatique.
19051,A man extends his arms in front of a large rock formation.,Un homme étend ses bras devant une grande formation rocheuse.
19052,A little girl is riding on a brown pony at the farm.,Une petite fille monte un poney brun à la ferme.
19053,Two little boys walk towards a bike in front of a yellow wall.,Deux petits garçons marchent vers un vélo devant un mur jaune.
19054,A photo shoot with a woman on the street wearing a red and white dress and black boots.,"Une séance photo avec une femme dans la rue, vêtue d'une robe rouge et blanche et de bottes noires."
19055,Asian male on a bike carrying roles of carpet and another guy.,Un homme asiatique sur un vélo portant des rouleaux de tapis et un autre gars.
19056,A boy looking through some boards at somebody outside.,Un garçon qui regarde quelqu'un dehors à travers des planches.
19057,A young man and young lady embracing under a covered walkway.,Un jeune homme et une jeune femme s'embrassant sous une passerelle couverte.
19058,Two small dogs run through the grass.,Deux petits chiens courent sur l'herbe.
19059,People shopping at an outside food and clothing market.,Des gens faisant des courses sur un marché extérieur proposant de la nourriture et des vêtements.
19060,A person holding a cane sleeps on a bench outside.,Une personne tenant une canne dort sur un banc dehors.
19061,A smiling older man with a white beard and an older woman look out a laundry laden window.,Une homme âgé souriant avec une barbe blanche et une femme âgée regardent par une fenêtre où du linge est étendu.
19062,"Six women all wearing red, standing on stage.","Six femmes toutes vêtues de rouge, debout sur scène."
19063,A ballerina in a black leotard leaps through the air.,Une ballerine en justaucorps noir saute en l'air.
19064,A street fruit vendor waiting for customers.,Un vendeur de fruits ambulant attendant des clients.
19065,A young man is sweeping the sidewalk with a red handled broom.,Un jeune homme balaie le trottoir avec un balai à manche rouge.
19066,A girl in striped swimsuit is jumping into the ocean.,Une fille en maillot de bain rayé saute dans l'océan.
19067,Man in red ball cap grills fish on barbecue.,Un homme avec une casquette rouge fait griller du poisson sur un barbecue.
19068,A woman in yellow is walking outside of a building.,Une femme en jaune marche devant un bâtiment.
19069,Top-down view of a man sitting on a bench inside with a standing man facing him.,Une vue aérienne d'un homme assis sur un banc en intérieur avec un homme debout face à lui.
19070,Four girls are in a ballet.,Quatre filles font un ballet.
19071,A man with sunglasses and a large hat with feathers is posing for a picture.,Un homme avec des lunettes de soleil et un grand chapeau à plumes pose pour une photo.
19072,Two females are eating ice cream cones.,Deux femmes mangent des cornets de glace.
19073,A man with black clothing is sweeping steps with a broom.,Un homme avec des vêtements noirs balaie les marches avec un balai.
19074,A man stands in a stream surrounded by rocks.,Un homme est debout dans un ruisseau entouré de rochers.
19075,A boy and a girl are petting a cow through a fence.,Un garçon et une fille caressent une vache à travers une clôture.
19076,A man in a white jacket takes a picture.,Un homme en veste blanche prend une photo.
19077,Two men in blue shirts stand in a tent area.,Deux hommes en chemises bleues sont debout dans une zone avec des tentes.
19078,A man stands at the counter of a street vendor in a city.,Un homme est debout au comptoir d'un vendeur ambulant dans une ville.
19079,A couple is eating outside at a table and he is pointing at something.,"Un couple mange dehors à une table, et l'homme montre quelque chose."
19080,Large dog rolling on its back in green grass.,Un gros chien se roulant sur le dos dans l'herbe verte.
19081,A man in pink button shirt raises his arms in front of the crowd.,Un homme en chemise rose lève ses bras devant la foule.
19082,A black and white dog is jumping over a hurdle.,Un chien noir et blanc saute par-dessus un obstacle.
19083,A counter in a restaurant featuring Maruga's tomato pies and the back of a Coca-Cola soda fountain.,Un comptoir de restaurant avec la tarte aux tomates Maruga et l'arrière d'une fontaine Coca-Cola.
19084,Two guys in street cloths doing some marshal arts.,Deux gars en tenue de ville pratiquant des arts martiaux.
19085,Two friends hold onto each other smiling while enjoying a musical festival.,Deux amies se tiennent en souriant tout en appréciant un festival de musique.
19086,A woman is holding her child during a party.,Une femme tient son enfant lors d'une fête.
19087,A little boy sits on his father's shoulders with balloons wearing a red sweatsuit.,Un petit garçon portant un sweat rouge est assis avec des ballons sur les épaules de son père.
19088,Two black men watch a basketball game on TV.,Deux hommes noirs regardent un match de basket à la télé.
19089,A woman in fuchsia shorts and a bra top is leaping in the air.,Une femme avec un short fuchsia et un soutien-gorge saute en l'air.
19090,A balding man walks on a path shaded by trees.,Un homme dégarni marche sur un chemin ombragé par des arbres.
19091,Two older men using tongs to grab food from a breakfast buffet.,Deux hommes âgés utilisant des pinces pour saisir de la nourriture sur un buffet de petit déjeuner.
19092,A group of people are performing a photo shoot.,Un groupe de personnes font une séance photo.
19093,"Two Asian women wear sandals, long silk robes and hold umbrellas.","Deux femmes asiatiques portent des sandales, de longues robes de soie et tiennent des ombrelles."
19094,A Japanese man in a blue hat sits with his banjo.,Un homme japonais avec une casquette bleue est assis avec son banjo.
19095,An elderly woman wearing a flower shirt patiently waits for the train to stop.,Une femme âgée portant un haut à fleurs attend patiemment que le train s'arrête.
19096,A man pulls two women down a city street in a rickshaw.,Un homme tire deux femmes dans une rue en ville dans un pousse-pousse.
19097,A Old man washing the windows of city lights books.,Un vieil homme lavant les vitres de City Lights Books.
19098,A man wearing sunglasses has green writing on his arm.,Un homme portant des lunettes a des inscriptions vertes sur son bras.
19099,"Two woman are sitting at a table in a cafeteria with blue, green and yellow chairs.","Deux femmes sont assises à une table dans une cafétéria avec des chaises bleues, vertes et jaunes."
19100,"At a supermarket, people are buying their groceries.","Dans un supermarché, des gens font leurs courses."
19101,An older man in a plaid shirt sews on a Singer sewing machine.,Un homme âgé avec une chemise à carreaux coud sur une machine à coudre Singer.
19102,A female in a nice sweater hand making something creative.,Une femme avec un joli pull faisant quelque chose de créatif.
19103,"A couple of Asian people standing outside near a ""smoking area"" sign.","Un couple d'Asiatiques debout près d'un panneau ""zone fumeur""."
19104,Some Japanese people enjoy a fireworks shows from a local street.,Des personnes japonaises profitent d'un feu d'artifice depuis une rue.
19105,Two children asleep in the back of a car,Deux enfants sont endormis à l'arrière d'une voiture
19106,"A guy is running down the field holding a football while his teammate, an opponent, and referee run behind him.","Un gars court sur le terrain, tenant un ballon de football américain tandis que son coéquipier, un adversaire et l'arbitre courent derrière lui."
19107,"A man in white pants and white, pin striped shirt, and a woman with a short black and white dress are dancing on a tile dance floor.","Un homme avec un pantalon blanc et une chemise blanche à rayures, et une femme avec une petite robe noire et blanche dansent sur une piste de danse carrelée."
19108,A woman in a field of flowers is blowing on them.,Une femme dans un champ de fleurs souffle sur elles.
19109,"A woman sitting outside weaving a long piece of red, white, and blue cloth.","Une femme assise dehors tissant une longue étoffe de tissu rouge, blanche et bleue."
19110,A young girl in all pink clothing walking.,Une jeune fille tout en rose en train de marcher.
19111,A lady walking along a concrete pathway above the ocean.,Une femme marchant le long d'un chemin en béton au-dessus de l'océan.
19112,An old man holds up a sign.,Un vieil homme tient une pancarte.
19113,A man wearing a red jacket walks on stilts in front of a group of people.,Un homme vêtu d'une veste rouge marche avec des échasses devant un groupe de personnes.
19114,A group of blond young women sit outside a Star Bucks.,Un groupe de jeunes femmes blondes sont assises devant un Starbucks.
19115,A girl in a green shirt taking a careful look at an item.,Une fille en T-shirt vert regardant attentivement un objet.
19116,A woman stands in the doorway of an old building.,Une femme est debout dans l'entrée d'un ancien bâtiment.
19117,The dog is carrying a pink ball in its mouth.,Le chien porte une balle rose dans sa gueule.
19118,"A large Amish family looking beyond on a pleasant, spring day",Une grande famille amish regardant au loin lors d'une agréable journée de printemps
19119,A little girl in a light pink hat and pink outfit is holding a ice cream cone after making a mess of ice cream on her face.,"Une petite fille avec un chapeau rose clair et une tenue rose tient un cône de glace, après s'en être mis plein le visage."
19120,"Three street performers, showing off their extraordinary instruments.","Trois artistes de rue, exhibant leurs extraordinaires instruments."
19121,Police officers watch as bystanders enjoy a parade.,Des policiers regardent tandis que des passants admirent un défilé.
19122,A man is walking past a large brick building that is painted with graffiti.,Un homme passe devant un grand bâtiment de briques où sont peints des graffitis.
19123,"Three people, all with gloves, are using a wheelbarrow to do yard work on a sunny day.","Trois personnes, toutes avec des gants, utilisent une brouette pour faire du jardinage par une journée ensoleillée."
19124,Cooks are working in a kitchen.,Des cuisiniers travaillent dans une cuisine.
19125,An adult couple of an African country pose in a bare dirt field with a toy push car that holds a plastic water bottle.,Un couple d'adultes d'un pays africain posent dans un champ de terre aride avec un chariot qui contient une bouteille d'eau en plastique.
19126,A man in a colorful costume with a trumpet., Un homme en costume coloré avec une trompette.
19127,Two men are walking by a colorful shop as one admires something under the umbrella.,Deux hommes marchent près d'un magasin coloré tandis que l'un admire quelque chose sous le parasol.
19128,A woman is rubbing paper onto a cookie sheet in a kitchen.,Une femme frotte du papier sur une plaque à biscuits dans une cuisine.
19129,A photo of a couple walking down the street with Chinese characters written on the signage.,Une photo d'un couple marchant dans la rue avec des idéogrammes chinois écrits sur les enseignes.
19130,A young blond-haired child tries to put a cellphone in his mouth.,Un jeune enfant blond tente de mettre un téléphone portable dans sa bouche.
19131,"A man and woman are standing in front of an advertisement on a wall while she looks at it, he looks away.","Un homme et une femme sont debout devant une publicité sur un mur et tandis qu'elle la regarde, lui détourne le regard."
19132,Five people are painting outside on the sidewalk using spray cans.,Cinq personnes peignent dehors sur le trottoir en utilisant des aérosols.
19133,A man wearing a blue hat and a blue jacket standing on the sidewalk.,Un homme portant une casquette bleue et une veste bleue debout sur le trottoir.
19134,A man in a suit coat walks next to a wall.,Un homme en veston marche à côté d'un mur.
19135,Lady with gray hair using cellphone and carrying a shopping bag in front of a boutique.,Une femme avec des cheveux gris utilisant un téléphone portable et portant un sac de courses devant une boutique.
19136,Pretty woman checking her cell messages while walking in a plaza.,Une jolie femme vérifiant ses messages tandis qu'elle marche sur une place.
19137,A man with a brown coat and blue headscarf is kneeling and tuning a guitar.,Un homme avec un manteau brun et un foulard bleu est à genoux et accorde une guitare.
19138,A blond woman wearing a red shirt and soccer hat smiles.,Une femme blonde portant un T-shirt rouge et un chapeau de football sourit.
19139,A mother and father take their similarly dressed family for a stroll in public area.,Une mère et un père emmènent leur famille vêtue de façon identique se promener dans un lieu public.
19140,The man in the denim jacket looks across the street.,L'homme avec une veste en jean regarde de l'autre côté de la rue.
19141,A man in jeans with red shoes bicycles down a street past a brick building.,Un homme en jean avec des chaussures rouges fait du vélo dans une rue devant un immeuble en briques.
19142,The lady is green is holding a binder.,La femme en vert tient un classeur.
19143,A man in a plaid shirt is smoking a cigarette on a city street.,Un homme en chemise à carreaux fume une cigarette dans une rue en ville.
19144,Two men and a woman outside an urban residential area.,Deux hommes et une femme devant un quartier résidentiel urbain.
19145,A brunette woman with a lei on her head sticking her tongue out.,Une femme brune avec un lei sur la tête tirant la langue.
19146,A woman lies down in the grass in a park.,Une femme est allongée dans l'herbe dans un parc.
19147,A man in a pink shirt is spotted drinking a beer.,Un homme en maillot rose est photographié en train de boire une bière.
19148,People are watching a race on city streets.,Des gens regardent une course dans les rues de la ville.
19149,A man in a colorful outfit and hat is standing in a crowd.,Un homme avec une tenue colorée et un chapeau est debout dans une foule.
19150,A gymnast using a set of paralleled bars.,Une gymnaste utilisant un ensemble de barres parallèles.
19151,A man is attaching colored sponges to his shirt and jeans.,Un homme attache des éponges colorées à son T-shirt et à son jean.
19152,A man is bending over with a stuffed animal between his legs.,Un homme se penche en avant avec un animal en peluche entre ses jambes.
19153,Two young ladies in a band group with drumsticks.,Deux jeunes femmes dans un groupe de musique avec des baguettes.
19154,A woman with a drum smiling,Une femme souriante avec une grosse caisse
19155,The man with the shaved head is hanging up his laundry on the line.,L'homme au crâne rasé accroche son linge au fil.
19156,An old man looking over a sculpture.,Un vieil homme regardant une sculpture.
19157,A woman in a purple shirt and pink had walking in a crowd of people.,Une femme avec un T-shirt violet et un chapeau rose marchant parmi une foule de personnes.
19158,A man is dressed in a purple and orange outfit for an event.,Un homme est vêtu d'un costume violet et orange pour un événement.
19159,A female dressed in a golden costume looks off into the distance.,Une femme vêtue d'un costume doré regarde au loin.
19160,Man in puffy yellow jacket on skis on a mountain.,Un homme avec une épaisse veste jaune skiant sur une montagne.
19161,A group of people are running a race with a man dressed in a dragon costume.,Un groupe de personnes font une course avec un homme vêtu d'un costume de dragon.
19162,A woman is taking her child for a ride on her bicycle.,Une femme emmène son enfant pour une balade à vélo.
19163,"A woman who is walking and wearing a bright pink coat and short, tight black dress.",Une femme qui marche et porte un manteau rose vif et une petite robe noire serrée.
19164,A dog is being walked along a red brick street.,Un chien est promené le long d'une rue en briques rouges.
19165,A man wearing black is sitting by a lamp post smoking a cigarette.,"Un homme vêtu de noir est assis près d'un lampadaire, fumant une cigarette."
19166,A woman waving the Mexican flag.,Une femme brandissant le drapeau mexicain.
19167,A woman is smiling at a baby in a stroller in a meadow.,Une femme sourit à un bébé dans une poussette dans un pré.
19168,A crowd of people waving their arms.,Une foule de personnes agitant leurs bras.
19169,People lining up and getting ready for Flag day in France.,Des gens alignés et se tenant prêts pour le jour du drapeau en France.
19170,A man in a green hat dozes while riding the train.,Un homme portant un bonnet vert est assoupi dans le train.
19171,Several people including a child and a clown are walking towards a snowy sidewalk,Plusieurs personnes dont un enfant et un clown marchent vers un trottoir enneigé
19172,A group of older women sitting on a bench wearing the same hats.,"Un groupe de femmes âgées assises sur un banc, avec les mêmes chapeaux."
19173,A man in a black shirt is standing up making bubbles.,Un homme en T-shirt noir est debout en train de faire des bulles.
19174,Three people sit at their laptops inside a coffee shop.,Trois personnes sont assises devant leurs ordinateurs portables dans un cyber café.
19175,Two men climb a large rock.,Deux hommes escaladent un gros rocher.
19176,A man walking on a dirt road.,Un homme marchant sur un chemin de terre.
19177,A group of seven women are standing in a body of water.,Un groupe de sept femmes sont debout devant un plan d'eau.
19178,A young Asian man sits behind a set chessboard waiting for the other player to arrive.,"Un jeune homme asiatique est assis derrière un échiquier, attendant que l'autre joueur arrive."
19179,Children are competing in a potato sack race at an outdoor social gathering.,Des enfants sont engagés dans une course en sac à patates lors d'un rassemblement en plein air.
19180,Three people doing push ups.,Trois personnes qui font des pompes.
19181,Men are playing different musical instruments in a park.,Des hommes jouent de différents instruments de musique dans un parc.
19182,A man and woman is dancing.,Un homme et une femme dansent.
19183,Children gaze up at a bronze statue of a horse and soldier.,Des enfants regardent une statue en bronze d'un cheval et un soldat.
19184,"Group of people, mature and young sitting beside the dirt road looking across the road.","Un groupe de personnes jeunes et adultes assises sur le bord d'une route en terre, regardant de l'autre côté."
19185,"A man in his 30's is sitting on a curb of a busy sidewalk, dressed in a furry green costume.","Un homme dans la trentaine est assis sur le bord d'un trottoir fréquenté, vêtu d'un costume vert en peluche."
19186,A girl in pink plays the drums.,Une fille en rose joue de la batterie.
19187,Two women are standing in the snow looking towards a tower with a orange cone shaped light.,"Deux femmes sont debout dans la neige, regardant vers une tour avec une lumière orange en forme de cône."
19188,Someone with a bike is buying produce.,Quelqu'un avec un vélo achète des produits.
19189,An older man and women are using computers in a sort of storage room.,Un homme et une femme âgés utilisent des ordinateurs dans une sorte de débarras.
19190,A gymnast is balancing on a balance beam.,Une gymnaste se tient en équilibre sur une poutre.
19191,A female gymnast in a red and blue leotard does a back flip on the balance beam.,Une gymnaste en justaucorps bleu et rouge fait un salto arrière sur la poutre.
19192,A woman is holding her hand to the light as a man watches.,Une femme tend sa main vers la lampe tandis qu'un homme regarde.
19193,A man is setting up or turning on lights.,Un homme règle ou allume des lampes.
19194,Photographers taking pictures at a wedding.,Des photographes prenant des photos à un mariage.
19195,"A man taking a picture of several people, including a man in a lime green suit.","Un homme prenant une photo de plusieurs personnes, y compris un homme en costume vert citron."
19196,"One man plays an acoustic guitar, while another accompanies him on the accordion.","Un homme joue de la guitare acoustique, tandis qu'un autre l'accompagne à l'accordéon."
19197,A group of tourists walking around the vatican courtyard.,Un groupe de touristes se promenant dans la cour du Vatican.
19198,An old man plays an accordion on the sidewalk.,Un vieil homme joue de l'accordéon sur le trottoir.
19199,A blond woman holds her drink up in a bar.,Une femme blonde lève son verre dans un bar.
19200,Man sitting along side the ocean holding a pipe.,"Un homme assis au bord de l'océan, tenant une pipe."
19201,An adult man is throwing a child into the air at a beach while another child watches.,Un adulte lance un enfant en l'air à la plage tandis qu'un autre enfant regarde.
19202,Little blond-hair boy in orange shirt playing with toys.,Un petit garçon blond en T-shirt orange jouant avec des jouets.
19203,"Two moped enthusiasts, one of which is wearing a purse, have a conversation on the curb.","Deux passionnés de scooter, dont l'un porte un sac à main, ont une conversation sur le trottoir."
19204,People walk down a sidewalk lined with pastel colored buildings.,Des gens marchent sur un trottoir bordé de bâtiments aux couleurs pastel.
19205,A woman in a plaid shirt near a city street with her thumb upward.,Une femme en veste à carreaux près d'une rue en ville avec son pouce levé.
19206,Three children watching the men working outside from the window.,Trois enfants regardant les hommes travailler dehors par la fenêtre.
19207,An athlete who's glasses are falling off his face is lying down in a sandpit.,Un athlète dont les lunettes lui tombent du visage est allongé dans un bac à sable.
19208,Someone is kicking a ball that is multicolored.,Quelqu'un frappe dans un ballon multicolore.
19209,An old man with a bag of chips sits with a younger man holding a drink.,Un vieil homme avec un sachet de chips est assis avec un jeune homme tenant un gobelet.
19210,"A boy with a huge smile on hid face, in a flower field.","Un garçon avec un grand sourire sur son visage, dans un champ de fleurs."
19211,Two men walking down a road in a tropical area with a tamed elephant.,Deux hommes marchant dans une rue dans une zone tropicale avec un éléphant apprivoisé.
19212,A hairdresser in a salon looking off through the salon.,Un coiffeur dans un salon de coiffure regardant à l'extérieur du salon.
19213,An elderly man sitting at a table in an empty restaurant.,Un vieil homme assis à une table dans un restaurant désert.
19214,A man is throwing the arrow.,Un homme lance la fléchette.
19215,An adult male and two children of Asian descent jump in the road.,Un adulte et deux enfants d'origine asiatique sautent sur la route.
19216,A man in a red shirt throwing a dart.,Un homme avec un polo rouge lançant une fléchette.
19217,A black dog is in the grass with a woman in jeans.,Un chien noir est dans l'herbe avec une femme en jean.
19218,Two young girls wearing sunglasses are sitting outside.,Deux jeunes filles portant des lunettes de soleil sont assises dehors.
19219,"A young African woman is staring at a camera, in front of a bunch of clay pots.","Une jeune femme africaine regarde l'objectif, devant un ensemble de vases en argile."
19220,A woman sits on a park bench eating ice cream.,"Une femme est assise sur un banc dans un parc, mangeant une glace."
19221,"A woman in yellow, and a woman in orange, both with handbags, look at the water in the background.","Une femme en jaune et une femme en orange, toutes deux avec des sacs à main, regardent l'eau en arrière-plan."
19222,A blond-haired woman squinting and wearing a bright yellow shirt.,Une femme blonde plissant les yeux et portant un T-shirt jaune vif.
19223,"Two young women walking, one tall, blond, model-like is in a zebra stripe outfit, the other shorter Asian in a white chemise.","Deux jeunes femmes en train de marcher, l'une grande, blonde, de type mannequin et portant une tenue zébrée, l'autre plus petite, asiatique, avec un chemisier blanc."
19224,Two women in tank tops and sunglasses walk together.,Deux femmes en débardeurs et lunettes de soleil marchent ensemble.
19225,A bald man standing to the side of a t-shirt display.,Un homme chauve debout à côté d'un stand de T-shirts.
19226,Little boy trying to chase a black crow.,Un petit garçon tentant de chasser un corbeau noir.
19227,"A lone woman in red shirt staring upwards with a man wearing glasses looking towards her, in the distance.","Une femme seule en sweat rouge regardant vers le haut avec un homme portant des lunettes tourné vers elle, en arrière-plan."
19228,A woman in sunglasses is holding an umbrella.,Une femme avec des lunettes de soleil tient une ombrelle.
19229,A woman plays tug-of-war with her black dog in a brown landscape surrounded by trees.,Une femme joue au tir à la corde avec son chien noir dans un paysage marron entouré d'arbres.
19230,Two women walk down the street in the city linking arms.,Deux femmes marchent dans la rue en ville en se tenant le bras.
19231,A woman in a blue plaid shirt and sunglasses scratches her face as she walks down the street.,Une femme avec une chemise à carreaux bleue et des lunettes de soleil se gratte le visage tandis qu'elle marche dans la rue.
19232,Woman in hat carousing on the street with shopping bag in tow.,Une femme avec un chapeau se baladant dans la rue avec un sac de courses à la main.
19233,"Three people are playing soccer, one wearing orange, two wearing blue of which one is in the midst of jumping in the air.","Trois personnes jouent au football, une en orange, deux en bleu et l'une d'entre elles est en train de sauter en l'air."
19234,Two women are walking together.,Deux femmes marchent ensemble.
19235,A man in a black graphic t-shirt wearing a white towel across the bottom portion of his face.,Un homme avec un T-shirt illustré noir qui porte une serviette blanche sur la partie inférieure de son visage.
19236,A woman with a camera walks along side a man.,Une femme avec un appareil photo marche aux côtés d'un homme.
19237,A worker is on a cherry picker in a palm tree.,Un ouvrier est sur une nacelle élévatrice dans un palmier.
19238,A shirtless man is doing a jump with a skateboard.,Un homme torse nu fait un saut avec un skateboard.
19239,A girl in sunglasses walks by a red car.,Une fille avec des lunettes de soleil passe devant une voiture rouge.
19240,He is eating roadside dish and enjoying it.,Il mange un pique-nique et le savoure.
19241,A girl is walking on a sidewalk with headphones in her ears.,Une fille marche sur un trottoir avec des écouteurs sur les oreilles.
19242,A man in a yellow and blue track jacket asking a woman for help.,Un homme en veste de jogging jaune et bleue demandant de l'aide à une femme.
19243,A very wrinkled woman holding her glasses and walking down a city street.,Une femme très ridée tenant ses lunettes et marchant dans une rue en ville.
19244,A mounted policeman passes a biker.,Un policier monté passe devant un cycliste.
19245,Young in blue jeans waiting for her blind date in the park.,Une jeune en jean attendant un premier rendez-vous dans le parc.
19246,A woman on her cellphone is walking in a park.,Une femme sur son téléphone portable marche dans un parc.
19247,A group of people are sleeping on a bus while a boy sends a text message.,Un groupe de personnes dorment dans un bus tandis qu'un garçon envoie un texto.
19248,A news anchor is being filmed in a store.,Un présentateur de journal télévisé est filmé dans un magasin.
19249,A woman standing in front of a large tank at an aquarium turns around to look at the photographer.,Une femme debout devant un grand bassin dans un aquarium se retourne pour regarder le photographe.
19250,A woman standing outside a store is trying to close her umbrella.,Une femme debout devant un magasin tente de fermer son parapluie.
19251,A woman and two men walking on a set of outdoor stairs next to an advertisement.,Une femme et deux hommes marchant sur un escalier extérieur à côté d'un panneau publicitaire.
19252,A woman in a costume wearing condoms in her hair.,Une femme en costume portant des préservatifs dans les cheveux.
